Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Daily NEWS Global 24,@DailyGlobal_247,2024-10-11T17:00:35.000Z,False,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,68,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1840681233249972224/mYKBFWtU_normal.jpg,https://x.com/DailyGlobal_247/status/1844785177748210084,tweet_id:1844785177748210084
RTÉ News,@rtenews,2024-10-12T07:15:17.000Z,True,"Israeli strikes on UN peacekeeping posts in southern Lebanon this week raised serious concerns about the safety of international troops, writes our Global Security Reporter, Yvonne Murray",29,20,37,19K,[],[],[],https://pbs.twimg.com/profile_images/1387297103328710657/ccoZk-II_normal.jpg,https://x.com/rtenews/status/1845000271962730591,tweet_id:1845000271962730591
ABC News,@ABC,2024-10-14T16:12:35.000Z,True,"JUST IN: NASA's Europa Clipper launches its first mission to explore Jupiter's moon, Europa, to determine if it harbors conditions suitable to support life. https://trib.al/RcabuAs",30,48,120,38K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1845860263091728483,tweet_id:1845860263091728483
Press Trust of India,@PTI_News,2024-10-11T15:37:39.000Z,True,"VIDEO | Tamil Nadu: A relative of a passenger travelling on the Sharjah bound AI Express flight which made an emergency landing at Tiruchirappalli International Airport speaks to .

(Full video available on PTI Videos - http://ptivideos.com)",3,1,9,4.4K,[],['@pti_'],[],https://pbs.twimg.com/profile_images/1618421776794677248/EYJex5NK_normal.jpg,https://x.com/PTI_News/status/1844764308451864723,tweet_id:1844764308451864723
Daily NEWS Global 24,@DailyGlobal_247,2024-10-12T08:25:48.000Z,False,"Check this news update: 
|#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,69,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1840681233249972224/mYKBFWtU_normal.jpg,https://x.com/DailyGlobal_247/status/1845018016993382859,tweet_id:1845018016993382859
Al Jazeera English,@AJEnglish,2024-10-16T19:27:16.000Z,True,"“Israel must comply fully with international humanitarian law.”

UK’s envoy to UN Barbara Woodward calls conditions in northern Gaza ‘harrowing’ and named Israel as the culprit for cutting off access to food aid. LIVE updates: http://aje.io/ym18dj",8,22,51,10K,[],[],['\\U0001f534'],https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,https://x.com/AJEnglish/status/1846634030403293384,tweet_id:1846634030403293384
News Central TV,@NewsCentralTV,2024-10-11T08:37:07.000Z,True,'We have stakeholders in the oil and gas industry who have refused to tell the truth ...We can actually sell a litre of the PMS at a price of 500 to 600 per litre no matter the price of the product in the international market.'' on the current fuel crisis.,7,120,188,6.7K,[],['@emekabk21'],[],https://pbs.twimg.com/profile_images/1686334897441374208/-tVEmQJR_normal.jpg,https://x.com/NewsCentralTV/status/1844658478045974731,tweet_id:1844658478045974731
UK Government Scotland,@UKGovScotland,2024-10-14T11:54:02.000Z,True,"Spain's largest power company  is investing £24b for its  arm  ahead of the International Investment Summit.

PM  &    welcomed Executive Chairman Ignacio Galán with a bottle of   following the news.",172,72,209,37K,[],"['@iberdrola', '@ScottishPower', '@Keir_Starmer', '@ScotSecofState', '@IanMurrayMP', '@johnniewalker_']",['\\U0001f1ec\\U0001f1e7'],https://pbs.twimg.com/profile_images/1724770919120293888/EEB8npgF_normal.jpg,https://x.com/UKGovScotland/status/1845795196543357431,tweet_id:1845795196543357431
Fox News,@FoxNews,2024-10-11T02:59:12.000Z,True,LIVE UPDATES: Tampa International Airport announces plans to reopen Friday morning following Hurricane Miltonhttps://trib.al/iU5SEWr,18,25,138,67K,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1844573435445268734,tweet_id:1844573435445268734
Philippine News Agency,@pnagovph,2024-10-10T04:57:28.000Z,False,"President Ferdinand R. Marcos Jr. raised the South China Sea dispute during his intervention at the 45th ASEAN Summit and Related Summits in Laos and emphasized the Philippines’ fidelity to rule of law and international rules-based order.

FULL STORY: https://pna.gov.ph/articles/1235160…",5,25,91,2.9K,[],[],[],https://pbs.twimg.com/profile_images/1552135381520642048/KArgLvmc_normal.jpg,https://x.com/pnagovph/status/1844240812508578248,tweet_id:1844240812508578248
Can Yaman News International,@CanYamanNewsInt,2024-10-09T20:59:02.000Z,True,"Calabria Region - Tourist and Commerce Department #Sandokan (#CanYaman) in Calabria: Tour of the set locations

Stop 1 - Gizzeria Riviera dei Tramonti - La Vota Lakes Lamezia Treme - Caronte Thermal Baths - Film set of Labuan 

Stop 2 - Tropea ",2,45,110,2.4K,"['#Sandokan', '#CanYaman']",[],"['\\u2666\\ufe0f', '\\U0001f535', '\\U0001f535', '\\U0001f535']",https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1844120409202987353,tweet_id:1844120409202987353
Quds News Network,@QudsNen,2024-10-10T12:46:27.000Z,True,"Israel is the biggest recipient of U.S. military aid in history, getting $251.2bn since 1959 from the US.

According to the Cost of War report by the Watson Institute for International and Public Affairs at Brown University, the U.S. has spent at least $22.76 billion on military",8,138,146,8.1K,[],[],[],https://pbs.twimg.com/profile_images/1539542607864504320/Hiysv5k__normal.jpg,https://x.com/QudsNen/status/1844358835424854217,tweet_id:1844358835424854217
Anna de Buisseret,@AnnadeBuisseret,2024-10-08T12:48:45.000Z,True,"“UK solicitor Anna de Buisseret has written to the UK rep to the WHO’s”ethics group, questioning proposals to implement mandatory vaccinations when such a proposal violates both domestic & international civil and criminal laws, incl the law of war…”
1/",33,618,997,16K,[],[],[],https://pbs.twimg.com/profile_images/1324403393348145152/mZSzrHB8_normal.jpg,https://x.com/AnnadeBuisseret/status/1843634640172580879,tweet_id:1843634640172580879
China Xinhua News,@XHNews,2024-10-09T07:45:47.000Z,True,The China International Friendship Conference and Conference Marking the 70th Anniversary of the Chinese People's Association for Friendship with Foreign Countries (CPAFFC) will be held in Beijing on Friday http://xhtxs.cn/XJc,5,8,10,5K,[],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1843920780653981895,tweet_id:1843920780653981895
China Xinhua News,@XHNews,2024-10-16T12:26:19.000Z,True,Chinese travel agency http://Trip.com has launched a free layover sightseeing tour for international transit passengers arriving at Shanghai Pudong International Airport. Join British influencer Adam for the free half-day tour. #GLOBALink,1,4,7,3.8K,['#GLOBALink'],[],[],https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg,https://x.com/XHNews/status/1846528093860897223,tweet_id:1846528093860897223
Sky Sports News,@SkySportsNews,2024-10-10T06:13:56.000Z,True,Tributes have been paid to former Sheffield United defender and Greece international George Baldock who has died at the age of 31 ,79,241,3.1K,337K,[],[],['\\U0001f90d'],https://pbs.twimg.com/profile_images/1605131333772234752/O2P81gwm_normal.jpg,https://x.com/SkySportsNews/status/1844260056922992786,tweet_id:1844260056922992786
Lara Logan,@laralogan,2024-10-12T14:23:51.000Z,True,How they are bringing in more illegal immigrants without being honest…another end run around immigration law. CB One App | Armstrong Economics,43,641,1.1K,35K,[],[],[],https://pbs.twimg.com/profile_images/1317905552937279490/bWhC4Rwi_normal.jpg,https://x.com/laralogan/status/1845108123562017273,tweet_id:1845108123562017273
Daily NEWS Global 24,@DailyGlobal_247,2024-10-12T08:25:00.000Z,False,"Check this news update:
 |#WORLDNEWS | #IRAQ | #IRAN | #EU | #UK | #US | #UKRAINE | #RUSSIA | #CHINA | #JAPAN |",0,0,0,70,"['#WORLDNEWS', '#IRAQ', '#IRAN', '#EU', '#UK', '#US', '#UKRAINE', '#RUSSIA', '#CHINA', '#JAPAN']",[],[],https://pbs.twimg.com/profile_images/1840681233249972224/mYKBFWtU_normal.jpg,https://x.com/DailyGlobal_247/status/1845017816518291536,tweet_id:1845017816518291536
IRNA News Agency,@IrnaEnglish,2024-10-11T11:00:40.000Z,True,"Putin in a meeting with President  hailed the increase in volume of bilateral trade between Russia and Iran this year, saying Moscow and Tehran are actively cooperating on international issues and share commonalities in their assessment of international developments.",7,21,95,3.7K,[],['@drpezeshkian'],[],https://pbs.twimg.com/profile_images/1690357425386246144/K6uOMCgs_normal.jpg,https://x.com/IrnaEnglish/status/1844694603686887719,tweet_id:1844694603686887719
BBC Breakfast,@BBCBreakfast,2024-10-14T06:55:48.000Z,True,"'Surely you should have people like him in the room with you?

On #BBCBreakfast Science & Innovation Secretary Peter Kyle was questioned about why the world's richest person Elon Musk was not invited to the UK government's International Investment Summithttps://bbc.co.uk/news/articles/c756d56d2dro…",130,46,177,200K,['#BBCBreakfast'],[],[],https://pbs.twimg.com/profile_images/1672665408166412291/5IrtDjX__normal.jpg,https://x.com/BBCBreakfast/status/1845720142073794635,tweet_id:1845720142073794635
Press Trust of India,@PTI_News,2024-10-11T15:57:50.000Z,True,"VIDEO | Tamil Nadu: Muhammed Hussain, father of Aprose Begham, a passenger on Sharjah-bound Air India Express flight which made an emergency landing at Tiruchirappalli International Airport, speaks to . 

(Full video available on PTI Videos - http://ptivideos.com)",0,1,10,4.9K,[],['@pti_'],[],https://pbs.twimg.com/profile_images/1618421776794677248/EYJex5NK_normal.jpg,https://x.com/PTI_News/status/1844769385191235974,tweet_id:1844769385191235974
Can Yaman News International,@CanYamanNewsInt,2024-10-16T09:15:55.000Z,True,| GQ Italia and Vanity Fair - #CanYaman https://gqitalia.it/gallery/megalopolis-francis-ford-coppola-pre-apertura-festa-del-cinema-roma-2024…https://vanityfair.it/gallery/grande-omaggio-cinecitta-francis-ford-coppola-red-carpet-foto…,0,37,71,1K,['#CanYaman'],[],"['\\U0001f1ee\\U0001f1f9', '\\U0001f5de\\ufe0f']",https://pbs.twimg.com/profile_images/1711962376877092864/nMBqa8OV_normal.jpg,https://x.com/CanYamanNewsInt/status/1846480180308496512,tweet_id:1846480180308496512
GB News,@GBNEWS,2024-10-14T17:27:57.000Z,True,"‘It’s unfortunate to have had this summit two weeks before the budget…’ and her panel question the timing of this year’s International Investment Summit.  Freeview 236, Sky 512, Virgin 604 Become a GB News Member: http://gbnews.com/support",8,19,53,12K,[],['@MichelleDewbs'],"['\\U0001f4fa', '\\U0001f512']",https://pbs.twimg.com/profile_images/1571994202854100994/vYcqAgBG_normal.jpg,https://x.com/GBNEWS/status/1845879229709160813,tweet_id:1845879229709160813
Pooja Mehta,@pooja_news,2024-10-14T03:26:56.000Z,True,"#Plane-spotting: The #Beluga XL aircraft made another landing at #Kolkata airport today at 0547 IST, arriving from Tianjin Binhai International Airport in China. The stopover is for crew rest, FDTL (Flight Duty Time Limitations) and refueling. The aircraft is scheduled to depart",3,21,181,9.5K,"['#Plane', '#Beluga', '#Kolkata']",[],[],https://pbs.twimg.com/profile_images/1405571454473699332/Y9TsScsc_normal.jpg,https://x.com/pooja_news/status/1845667581161861375,tweet_id:1845667581161861375
World News Tonight,@ABCWorldNews,2024-10-16T22:13:03.000Z,True,A Russian man rescued after 67 days adrift in a small inflatable boat is speaking out about his quest to survive.,4,2,9,3.3K,[],[],[],https://pbs.twimg.com/profile_images/1424776196940869634/F-kiM3On_normal.jpg,https://x.com/ABCWorldNews/status/1846675751963074818,tweet_id:1846675751963074818
Variety,@Variety,2024-10-16T17:00:11.000Z,True,Angelina Jolie to Be Honored With the Maltin Modern Master Award at the 2025 Santa Barbara International Film Festival,4,36,180,10K,[],[],[],https://pbs.twimg.com/profile_images/1610752949550186496/X5zYP9oV_normal.jpg,https://x.com/Variety/status/1846597017331482715,tweet_id:1846597017331482715
ABC News,@ABC,2024-10-16T12:32:12.000Z,True,"Thirty-eight NGOs signed a new appeal to the international community to stop Israel's latest military operation in northern Gaza, which they said has ""escalated to a horrifying level of atrocity.""

Follow live updates: https://trib.al/Db7GjnW",31,22,30,26K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1846529575980806448,tweet_id:1846529575980806448
BasketNews,@BasketNews_com,2024-10-09T12:05:02.000Z,True,Vincent Collet will reportedly move to the NBA to work as an international consultant for the Cleveland Cavaliers organization ,5,15,136,16K,[],[],['\\u270d\\ufe0f'],https://pbs.twimg.com/profile_images/1612923600582885376/KU4Jcr3g_normal.jpg,https://x.com/BasketNews_com/status/1843986026328621411,tweet_id:1843986026328621411
Bloomberg Crypto,@crypto,2024-10-13T22:09:23.000Z,True,"Vast Space, the aerospace startup founded by former crypto tycoon Jed McCaleb, revealed its plans for a successor to the International Space Station",13,19,42,11K,[],[],[],https://pbs.twimg.com/profile_images/1631743942596149250/Epvll0tq_normal.jpg,https://x.com/crypto/status/1845587664474436037,tweet_id:1845587664474436037
NBC News,@NBCNews,2024-10-10T16:51:44.000Z,True,,6,3,13,19K,[],[],[],https://pbs.twimg.com/profile_images/1726675942938980352/bxKUxCUp_normal.jpg,https://x.com/NBCNews/status/1844420560815616108,tweet_id:1844420560815616108
ABC News,@ABC,2024-10-11T15:55:19.000Z,True,Police in London said Friday that 40 more women have made allegations of rape or sexual assault against the late Harrods owner Mohamed Al Fayed since the BBC broadcast claims by several former employees of the London department store last month.,10,13,28,22K,[],[],[],https://pbs.twimg.com/profile_images/1605211963096801282/3flU1i5o_normal.jpg,https://x.com/ABC/status/1844768752950219223,tweet_id:1844768752950219223
Anadolu English,@anadoluagency,2024-10-15T10:53:04.000Z,True,"#BREAKING 'Today, Israel has become main threat to international peace, security,' Turkish foreign minister says in joint news conference with Jordanian counterpart",0,5,18,1.3K,['#BREAKING'],[],[],https://pbs.twimg.com/profile_images/1664723193423097862/gnu4eLhC_normal.jpg,https://x.com/anadoluagency/status/1846142238633414742,tweet_id:1846142238633414742
PTV News,@PTVNewsOfficial,2024-10-13T08:31:22.000Z,True,"Federal Minister for Information Attaullah Tarar’s conversation with foreign media regarding preparations for the SCO:

Pakistan is set to host the key event of the SCO Summit, says the Federal Minister for Information.

Pakistan is emerging on the international stage, says the",1,2,6,859,[],[],[],https://pbs.twimg.com/profile_images/1813783203800297472/zQqbLKSD_normal.jpg,https://x.com/PTVNewsOfficial/status/1845381807031697817,tweet_id:1845381807031697817
Sowetan LIVE,@SowetanLIVE,2024-10-12T11:02:42.000Z,True,South African Revenue Service (Sars) customs officers uncovered 47 bricks of compressed cocaine with an estimated street value of R25m at Johannesburg's OR Tambo International Airport on Friday morning.,4,9,23,3.2K,[],[],[],https://pbs.twimg.com/profile_images/840946985297420289/S_kxeJq4_normal.jpg,https://x.com/SowetanLIVE/status/1845057502552952846,tweet_id:1845057502552952846
Voice of America,@VOANews,2024-10-12T05:00:00.000Z,True,UN mourns ban on Afghan girls’ education on international girl child dayhttps://voanews.com/a/un-mourns-ban-on-afghan-girls-education-on-international-girl-child-day/7818949.html…,4,6,12,2.9K,[],[],[],https://pbs.twimg.com/profile_images/1058347967990640640/xOHhZzzq_normal.jpg,https://x.com/VOANews/status/1844966223999623514,tweet_id:1844966223999623514
